contentVersion,class,spec,role,phase,context,setId,slot,itemId,tier,rank,sourceType,sourceName,activity,boss,faction,race,profession,notes,provenanceId,verificationStatus
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Wrist,13211,strong,3,dungeon,Lower Blackrock Spire,Lower Blackrock Spire,Halycon,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Wrist,12966,alternative,4,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,The Beast,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Hands,15063,bis,1,crafted,Leatherworking,Leatherworking,,,,Leatherworking,Devilsaur set piece; especially attractive when paired with Devilsaur Leggings.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Hands,14551,excellent,2,world-drop,World Drop,Auction House / World,,,,,Conditional weapon-skill option; especially valuable when the character lacks an appropriate 305+ weapon skill source.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Hands,13957,strong,3,dungeon,Scholomance,Scholomance,Kirtonos the Herald,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Waist,13142,bis,1,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,General Drakkisath,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Waist,13959,excellent,2,quest,Warlord's Command / Maxwell's Mission,Lower Blackrock Spire,,,,,Faction-specific versions of the same progression quest chain.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Waist,13502,strong,3,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,Goraluk Anvilcrack,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,14554,bis,1,world-drop,World Drop,Auction House / World,,,,,Very expensive/rare world-drop option; active-use considerations can affect practical value.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,15062,excellent,2,crafted,Leatherworking,Leatherworking,,,,Leatherworking,Devilsaur set piece; strong practical target when paired with Devilsaur Gauntlets.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,18380,strong,3,dungeon,Dire Maul West,Dire Maul West,Prince Tortheldrin,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,16732,alternative,4,dungeon,Stratholme,Stratholme,Baron Rivendare,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Feet,14616,bis,1,dungeon,Scholomance,Scholomance,Various side bosses,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Feet,12555,excellent,2,dungeon,Blackrock Spire,Blackrock Spire,,,,,Bind-on-equip drop from Blackrock Spire.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Feet,13967,strong,3,dungeon,Scholomance,Scholomance,Kirtonos the Herald,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,13098,bis,1,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,General Drakkisath,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,18500,excellent,2,dungeon,Dire Maul North,Dire Maul North,Mizzle the Crafty,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,17713,strong,3,dungeon,Maraudon,Maraudon,Princess Theradras,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,2246,alternative,4,world-drop,World Drop,Auction House / World,,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,12548,alternative,5,quest,The Princess's Surprise,Blackrock Depths,,Alliance,,,Alliance-only quest reward.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,18500,bis,1,dungeon,Dire Maul North,Dire Maul North,Mizzle the Crafty,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,17713,excellent,2,dungeon,Maraudon,Maraudon,Princess Theradras,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,13098,strong,3,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,General Drakkisath,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,2246,alternative,4,world-drop,World Drop,Auction House / World,,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,13217,alternative,5,quest,Houses of the Holy,Stratholme,,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 1,11815,bis,1,dungeon,Blackrock Depths,Blackrock Depths,Emperor Dagran Thaurissan,,,,Current Classic Era source; historical progression snapshots used a different boss.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 1,13965,excellent,2,quest,General Drakkisath's Demise / For The Horde!,Upper Blackrock Spire,,,,,Faction-specific quest names award the same trinket.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 1,19120,strong,3,quest,Job Opening: Guard Captain of Revantusk Village,The Hinterlands,,Horde,,,Horde-only quest reward.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 2,13965,bis,1,quest,General Drakkisath's Demise / For The Horde!,Upper Blackrock Spire,,,,,Chosen as the paired target with Hand of Justice in Trinket 1.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 2,11815,excellent,2,dungeon,Blackrock Depths,Blackrock Depths,Emperor Dagran Thaurissan,,,,Current Classic Era source; historical progression snapshots used a different boss.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 2,19120,strong,3,quest,Job Opening: Guard Captain of Revantusk Village,The Hinterlands,,Horde,,,Horde-only quest reward.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Main Hand,11684,bis,1,dungeon,Blackrock Depths,Blackrock Depths,Emperor Dagran Thaurissan,,,,Extremely rare drop; often not the best realistic farm despite very high ceiling.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Main Hand,12940,excellent,2,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,Warchief Rend Blackhand,,,,Pairs with Dal'Rend's Tribal Guardian.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Main Hand,811,excellent,3,world-drop,World Drop,Auction House / World,,,,,Especially attractive for Orcs because of Axe Specialization.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Off Hand / Shield,12590,bis,1,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,Warchief Rend Blackhand,,,,Very rare drop; high ceiling but poor farmability.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Off Hand / Shield,12939,excellent,2,dungeon,Upper Blackrock Spire,Upper Blackrock Spire,Warchief Rend Blackhand,,,,Pairs with Dal'Rend's Sacred Charge.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Off Hand / Shield,871,excellent,3,world-drop,World Drop,Auction House / World,,,,,Especially attractive for Orcs because of Axe Specialization.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Off Hand / Shield,15806,strong,4,dungeon,Scholomance,Scholomance,Kirtonos the Herald,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Off Hand / Shield,13015,alternative,5,world-drop,World Drop,Auction House / World,,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Ranged / Relic,18323,bis,1,dungeon,Dire Maul East,Dire Maul East,Zevrim Thornhoof,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Ranged / Relic,12653,excellent,2,dungeon,Lower Blackrock Spire,Lower Blackrock Spire,Shadow Hunter Vosh'gajin,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Ranged / Relic,12651,strong,3,dungeon,Lower Blackrock Spire,Lower Blackrock Spire,Shadow Hunter Vosh'gajin,,,,,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,22385,excellent,5,crafted,Blacksmithing,Blacksmithing,,,,,"Crafted by Blacksmithing from a rare world-drop plan; expensive Auction House option, not automatically the realistic target.",prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Legs,15052,strong,6,crafted,Leatherworking,Leatherworking,,,,,"Black Dragon Mail piece; evaluate with the Breastplate and Shoulders for the 2-piece/3-piece set effects.",prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 1,19325,excellent,6,pvp,Alterac Valley,Alterac Valley,,,,,Exalted Alterac Valley reputation commitment; Unique-Equipped and not an ordinary dungeon farm.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Finger 2,21182,strong,6,reputation,Cenarion Circle,Silithus,,,,,"Requires Honored Cenarion Circle and Cenarion combat, logistics, and tactical badges; conservative contextual ring option.",prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 1,20130,bis,4,quest,Voodoo Feathers,Sunken Temple,,,,,Warrior class-quest on-use trinket; +75 Strength for 1 minute with a 6-minute cooldown. Encounter and cooldown context apply.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Trinket 2,21180,excellent,4,reputation,Champion's Battlegear,Silithus,,,,,"Cenarion Circle/Silithus Field Duty on-use trinket; substantial reputation and badge grind, not a default tonight farm.",prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Chest,15050,strong,5,crafted,Leatherworking,Leatherworking,,,,,Black Dragon Mail piece; 2 pieces grant +1% hit and 3 pieces grant +2% critical strike. Set-aware evaluation required.,prepull-curated-2026-08,curated
era,warrior,fury,DPS,pre-raid,general,era-fury-pre-raid,Shoulder,15051,strong,4,crafted,Leatherworking,Leatherworking,,,,,Black Dragon Mail piece; 2 pieces grant +1% hit and 3 pieces grant +2% critical strike. Set-aware evaluation required.,prepull-curated-2026-08,curated
